,Unnamed: 0,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
570,570,"BIGFOOT VEHICLES AND EQUIPMENTS, INC.",Corporation,24-Feb-2009,Platinum,Active,27-Jul-2020,16-Aug-2021,20090224996764676150
571,571,NEW CHERRY BLOSSOM CATERING SERVICES,Single Proprietorship,22-Jan-2014,Platinum,Active,28-Jul-2020,28-Jul-2021,201401917351922586791
572,572,ARMEN ELECTRO-MECH SALES & GENERAL MERCHANDISE,Single Proprietorship,27-May-2015,Platinum,Active,27-Jul-2020,08-Aug-2021,201505136929554874255
573,573,LJRJ GENERAL MERCHANDISE,Single Proprietorship,13-Mar-2015,Platinum,Active,27-Jul-2020,27-Jul-2021,2015031298911765870387
574,574,A.T.P. CONSTRUCTION,Single Proprietorship,09-Jan-2012,Platinum,Active,24-Jul-2020,24-Jul-2021,201201467001747243194
575,575,CHIU BUILDERS,Single Proprietorship,29-Aug-2018,Platinum,Active,29-Jul-2020,07-Sep-2021,201808812402047666228
576,576,B5 SAFETY GEAR TRADING,Single Proprietorship,06-May-2020,Platinum,Active,03-Aug-2020,03-Aug-2021,202005216127737043097
577,577,CSD ENGINEERING AND CONSTRUCTION,Single Proprietorship,06-Oct-2011,Platinum,Active,24-Jul-2020,24-Jul-2021,201110445371003608059
578,578,KERGEN MARKETING,Single Proprietorship,27-May-2013,Platinum,Active,24-Jul-2020,24-Jul-2021,201305727491421366638
579,579,BONGBONG MECHANICAL SHOP,Single Proprietorship,08-Jul-2013,Platinum,Active,24-Jul-2020,24-Jul-2021,201307757361797431083
580,580,HVJ TRADING AND SERVICES INC.,Corporation,10-Dec-2003,Platinum,Active,27-Jul-2020,27-Jul-2021,20031221591277573673
581,581,NICE33 HAR AGRIVET SUPPLY AND GENERAL MERCHADISE,Single Proprietorship,02-Dec-2013,Platinum,Active,27-Jul-2020,27-Jul-2021,20131288582198235328
582,582,MICROPINNACLE TECHNOLOGY CORPORATION,Corporation,02-Feb-2015,Platinum,Active,05-Aug-2020,23-Aug-2021,2015021253451127783932
583,583,PNQ GENERAL MERCHANDISE,Single Proprietorship,20-Sep-2017,Platinum,Active,27-Jul-2020,27-Jul-2021,2017091381211220778459
584,584,GINREY TRADING CORPORATION,Corporation,10-Apr-2012,Platinum,Active,30-Jul-2020,28-Aug-2021,201204514271880695854
585,585,PJPA TRADING AND CONSTRUCTION,Single Proprietorship,26-Mar-2018,Platinum,Active,24-Jul-2020,24-Jul-2021,2018031073351567740743
586,586,MANG JO TRADING,Single Proprietorship,14-Feb-2017,Platinum,Active,24-Jul-2020,24-Jul-2021,201702179832470280521
587,587,MAC POWER MARKETING AND ENGINEERING SERVICES,Single Proprietorship,13-Mar-2009,Platinum,Active,27-Jul-2020,06-Aug-2021,2009032538496474377
588,588,MAER SUMMIT KONSTRUKT CO.,Partnership,01-Jun-2007,Platinum,Active,27-Jul-2020,27-Jul-2021,20070614004759764609
589,589,MDAC TRADING & COMPUSERVE,Single Proprietorship,04-Aug-2010,Platinum,Active,27-Jul-2020,27-Jul-2021,20100834984627621924
590,590,LEVINS INTERNATIONAL CORPORATION,Corporation,31-Jul-2001,Platinum,Active,03-Aug-2020,16-Aug-2021,2001071161160161473
591,591,LA ULTRA GENERAL MERCHANDISE,Single Proprietorship,16-Jul-2013,Platinum,Active,13-Aug-2020,20-Aug-2021,20130776681744471832
592,592,LLV CONSTRUCTION,Single Proprietorship,04-Jun-2004,Platinum,Active,27-Jul-2020,27-Jul-2021,2004064118697620084
593,593,DML'S TRADING,Single Proprietorship,15-Jun-2016,Platinum,Active,27-Jul-2020,27-Jul-2021,201606174259608448570
594,594,WHITE WINGS SPECIALTY PRODUCTS & SERVICES INC.,Corporation,06-May-2009,Platinum,Active,24-Jul-2020,24-Jul-2021,200905264161297017479
595,595,NUKAZA TRADING & CONSTRUCTION SERVICES,Single Proprietorship,18-Mar-2005,Platinum,Active,24-Jul-2020,24-Jul-2021,20050369131546520175
596,596,BAROM GLOBAL TECHNOLOGIES INCORPORATED,Corporation,14-Oct-2014,Platinum,Active,27-Jul-2020,23-Aug-2021,201410116881365173511
597,597,"DELTA EARTHMOVING, INC.",Corporation,19-Aug-2015,Platinum,Active,28-Jul-2020,16-Aug-2021,2015081457821490580667
598,598,MELGREI PHARMACEUTICAL DISTRIBUTOR,Single Proprietorship,18-Apr-2008,Platinum,Active,24-Jul-2020,24-Jul-2021,200804200351813960155
599,599,JMU CONSTRUCTION,Single Proprietorship,26-Jun-2007,Platinum,Active,27-Jul-2020,27-Jul-2021,200706146451514624013
600,600,JASANDRA ENTERPRISES,Single Proprietorship,01-Feb-2019,Platinum,Active,05-Aug-2020,05-Aug-2021,20190257198163602535
601,601,FERETON GENERAL MERCHANDISE,Single Proprietorship,26-Jun-2020,Platinum,Active,12-Aug-2020,12-Aug-2021,2020062193881125020297
602,602,JONNE MEGATRADERS,Single Proprietorship,22-Feb-2005,Platinum,Active,28-Jul-2020,28-Jul-2021,2005026624299768221
603,603,MILCO MALCOLM MARKETING,Single Proprietorship,17-Apr-2007,Platinum,Active,27-Jul-2020,27-Jul-2021,20070413447642713222
604,604,DBL AIRCON AND REFRIGERATION CENTER,Single Proprietorship,05-Oct-2015,Platinum,Active,04-Aug-2020,04-Aug-2021,2015101503951874974877
605,605,EC BUILDERS,Single Proprietorship,20-Aug-2015,Platinum,Active,29-Jul-2020,29-Jul-2021,201508145938379853774
606,606,NISSIE TRAVEL AND TOURS,Single Proprietorship,04-Feb-2014,Platinum,Active,27-Jul-2020,27-Jul-2021,201402928631059893381
607,607,NEW ANCOR TIRES & AUTO PARTS,Single Proprietorship,09-Feb-2009,Platinum,Active,27-Jul-2020,27-Jul-2021,200902246381099939247
608,608,T.E. TRINIDAD CONSTRUCTION,Single Proprietorship,18-Oct-2017,Platinum,Active,27-Jul-2020,27-Jul-2021,201710132871853618148
609,609,VERMONT PROPERTY MGT. CORP.,Corporation,03-Oct-2014,Platinum,Active,28-Jul-2020,28-Jul-2021,201410115884698170187
610,610,LM TIGERS 79 CORPORATION,Corporation,17-Jul-2020,Platinum,Active,28-Jul-2020,28-Jul-2021,202007221329820736033
611,611,AS MACHA CONSTRUCTION AND TRADING,Single Proprietorship,09-Jul-2013,Platinum,Active,27-Jul-2020,09-Aug-2021,201307759521524603663
612,612,MEGA PRECISION CORPORATION,Corporation,10-Jul-2006,Platinum,Active,28-Jul-2020,28-Jul-2021,20060710563218953977
613,613,ARIAZ GENERAL MERCHANDISE,Single Proprietorship,04-Oct-2016,Platinum,Active,27-Jul-2020,06-Aug-2021,2016101877241106448799
614,614,BATANES MERCHANTS SERVICES COOPERATIVE,Cooperative,22-Dec-2015,Platinum,Active,27-Jul-2020,27-Jul-2021,2015121572691347994047
615,615,GEOLINK POSITIONING INSTRUMENTS,Single Proprietorship,06-Jul-2016,Platinum,Active,30-Jul-2020,14-Aug-2021,2016071764111584223348
616,616,BB ENGINEERS CO.,Partnership,08-Jan-2009,Platinum,Active,30-Jul-2020,19-Aug-2021,20090124019726997687
617,617,"EL TIGRE SECURITY & INVESTIGATION AGENCY, INC.",Corporation,24-Nov-2005,Platinum,Active,28-Jul-2020,28-Jul-2021,20051188481914844478
618,618,KYROSS DRUG AND MARKETING CO.,Partnership,02-Jun-2015,Platinum,Active,27-Jul-2020,27-Jul-2021,2015061375861652148090
619,619,TACLOBAN MABUHAY GLASS SUPPLY,Single Proprietorship,25-Sep-2006,Platinum,Active,29-Jul-2020,29-Jul-2021,200609112301903287812
620,620,NORTHCOM ABATAN COMPUTER TRADING AND SERVICES,Single Proprietorship,19-Nov-2016,Platinum,Active,27-Jul-2020,27-Jul-2021,201611192791773749608
621,621,CAFE NOVENTA,Single Proprietorship,21-Oct-2009,Platinum,Active,28-Jul-2020,28-Jul-2021,20091029156609700709
622,622,MYCANN PETRON GASOLINE STATION,Single Proprietorship,22-Mar-2014,Platinum,Active,29-Jul-2020,30-Jul-2021,20140397564333660398
623,623,RICHDAY MARKETING,Single Proprietorship,13-Aug-2012,Platinum,Active,10-Aug-2020,10-Aug-2021,20120857351723124969
624,624,DAN-BEL CONSTRUCTION AND SUPPLY,Single Proprietorship,20-Jul-2010,Platinum,Active,27-Jul-2020,10-Aug-2021,20100734683156099729
625,625,P2P ENTERPRISE,Single Proprietorship,01-Oct-2018,Platinum,Active,05-Aug-2020,05-Aug-2021,20181075474612774564
626,626,MACRO MACHINERY AND INDUSTRIAL SUPPLY CORPORATION,Corporation,08-May-2002,Platinum,Active,27-Jul-2020,27-Jul-2021,200205802002099978108
627,627,VITAL VENTURES MANAGEMENT CORPORATION,Corporation,06-Jul-2020,Platinum,Active,28-Jul-2020,28-Jul-2021,20200722004254704274
628,628,AKELA MARKETING,Single Proprietorship,27-Sep-2006,Platinum,Active,10-Aug-2020,10-Aug-2021,200609112791884386651
629,629,"SKYRISE BUILDERS MANAGEMENT, INC.",Corporation,21-Jul-2020,Platinum,Active,27-Jul-2020,27-Jul-2021,2020072215571601619464
630,630,N.C.A PHARMACEUTICAL PRODUCT DISTRIBUTION,Single Proprietorship,30-Jun-2020,Platinum,Active,30-Jul-2020,30-Jul-2021,202006219620261811513
631,631,SYLVIA C.T. ENTERPRISES INC.,Corporation,15-Jul-2011,Platinum,Active,28-Jul-2020,28-Jul-2021,20110742521253971810
632,632,"YZ GLOBAL RESOURCES, INC",Corporation,10-Nov-2015,Platinum,Active,28-Jul-2020,28-Jul-2021,2015111536931410914899
633,633,COLD AVENUE TRADING AND AIR CONDITIONING SERVICES,Single Proprietorship,04-Nov-2013,Platinum,Active,27-Jul-2020,27-Jul-2021,20131186191435128815
634,634,RONICE TRADING,Single Proprietorship,22-May-2014,Platinum,Active,27-Jul-2020,27-Jul-2021,2014051027131476787133
635,635,BITALAG HARDWARE STORE,Single Proprietorship,13-Jun-2012,Platinum,Active,30-Jul-2020,30-Jul-2021,201206543181180879577
636,636,JMD-68 HARDWARE AND CONSTRUCTION SUPPLY,Single Proprietorship,10-Apr-2019,Platinum,Active,03-Aug-2020,03-Aug-2021,201904466381301362535
637,637,POINT CARE MEDICAL TRADING,Single Proprietorship,06-Feb-2013,Platinum,Active,27-Jul-2020,27-Jul-2021,20130265569190089383
638,638,PENTACORE MEDICAL ENTERPRISES,Single Proprietorship,08-Nov-2016,Platinum,Active,30-Jul-2020,30-Jul-2021,201611191728898269762
639,639,LRK ENTERPRISES,Single Proprietorship,08-Mar-2010,Platinum,Active,13-Aug-2020,20-Aug-2021,201003326602075029704
640,640,MERCOGENE PHARMACY & GENERAL MERCHANDISE,Single Proprietorship,24-Feb-2006,Platinum,Active,27-Jul-2020,27-Jul-2021,2006029541410331988
641,641,ALCAZAR FURNITURE,Single Proprietorship,12-Sep-2002,Platinum,Active,27-Jul-2020,27-Jul-2021,2002091019935656823
642,642,SUPERJIE TRADING,Single Proprietorship,14-Oct-2010,Platinum,Active,27-Jul-2020,27-Jul-2021,201010363981693342572
643,643,COPIERONLINE PHILIPPINES INC,Corporation,11-May-2010,Platinum,Active,27-Jul-2020,27-Jul-2021,201005335521124998365
644,644,NEOTECH INDUSTRIES INTERNATIONAL INCORPORATED,Corporation,08-May-2017,Platinum,Active,05-Aug-2020,05-Aug-2021,201705163851613644877
645,645,SAVER-TECH COMPUTER SALES AND SERVICES,Single Proprietorship,23-Apr-2014,Platinum,Active,27-Jul-2020,27-Jul-2021,2014041003051118291965
646,646,JND PRINTING AND GENERAL MERCHANDISE,Single Proprietorship,11-Oct-2017,Platinum,Active,29-Jul-2020,16-Aug-2021,201710134254832450790
647,647,PARIS FASHION HAUS,Single Proprietorship,07-Oct-2015,Platinum,Active,29-Jul-2020,29-Jul-2021,201510150679482831482
648,648,KATREENA'S CYCLE PARTS & GENERAL MDSG.,Single Proprietorship,06-Feb-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,202002209897606137198
649,649,"AUTOMOBILE ASSOCIATION OF THE PHILIPPINES, INC.",Corporation,14-Oct-2015,Platinum,Active,30-Jul-2020,30-Jul-2021,201510151431550279260
650,650,KINGDOM GENERAL MERCHANDISE,Single Proprietorship,06-Mar-2019,Platinum,Active,04-Aug-2020,04-Aug-2021,201903519481847308434
651,651,BICOL MAIL NEWSPAPER,Single Proprietorship,27-Nov-2008,Platinum,Active,27-Jul-2020,27-Jul-2021,200811236541433157024
652,652,BMCA PLUMBING SERVICES,Single Proprietorship,02-Mar-2017,Platinum,Active,27-Jul-2020,27-Jul-2021,201703175967328162880
653,653,FIVE A'S GENERAL MERCHANDISE,Single Proprietorship,06-Mar-2018,Platinum,Active,27-Jul-2020,27-Jul-2021,2018031114691264937182
654,654,NOREEN CONSTRUCTION,Single Proprietorship,16-Feb-2016,Platinum,Active,27-Jul-2020,01-Aug-2021,201602162107344383840
655,655,KV CONSTRUCTION & SUPPLY CORP.,Corporation,28-Dec-2017,Platinum,Active,28-Jul-2020,28-Jul-2021,2017121222471898596603
656,656,EMMANTECH ENTERPRISES,Single Proprietorship,10-May-2016,Platinum,Active,07-Aug-2020,09-Aug-2021,2016051706001002373554
657,657,ZEINA GENERAL MERCHANDISE,Single Proprietorship,09-Sep-2014,Platinum,Active,27-Jul-2020,27-Jul-2021,201409113560711464057
658,658,DBMR BUILDERS AND SUPPLY,Single Proprietorship,24-Jun-2009,Platinum,Active,27-Jul-2020,31-Aug-2021,200906273241054801994
659,659,JAPUZ - JANSOL ENTERPRISES,Single Proprietorship,09-Nov-2006,Platinum,Active,27-Jul-2020,14-Aug-2021,200611116451118554394
660,660,ZENO TECH INC.,Corporation,16-Jul-2020,Platinum,Active,28-Jul-2020,28-Jul-2021,20200722116366025913
661,661,SWASH CONSTRUCTION AND DEVELOPMENT,Single Proprietorship,20-Jul-2020,Platinum,Active,27-Jul-2020,27-Jul-2021,202007221459595790259
662,662,STONE THROW CONSTRUCTION & ENT.,Single Proprietorship,17-Jun-2009,Platinum,Active,28-Jul-2020,28-Jul-2021,200906271901717477840
663,663,HILARCH BUILDERS CORP.,Corporation,23-Jan-2004,Platinum,Active,28-Jul-2020,28-Jul-2021,20040124121347691726
664,664,"KEYSTONE SOLUTIONS, INC.",Corporation,22-Nov-2002,Platinum,Active,27-Jul-2020,27-Jul-2021,20021112371313520608
665,665,MVGD OFFICE AND SCHOOL SUPPLIES TRADING,Single Proprietorship,05-Jul-2019,Platinum,Active,28-Jul-2020,28-Jul-2021,201907345751714989064
666,666,MORONI CONSTRUCTION AND ELECTRICAL SUPPLY,Single Proprietorship,22-Apr-2019,Platinum,Active,28-Jul-2020,28-Jul-2021,201904454721338486725
667,667,STARGATE ENTERPRISES,Single Proprietorship,04-Jan-2005,Platinum,Active,27-Jul-2020,06-Aug-2021,20050159491683527451
668,668,MCD ENTERPRISE AND GENERAL MERCHANDISE,Single Proprietorship,11-Mar-2011,Platinum,Active,07-Aug-2020,07-Aug-2021,20110339403194893810
669,669,SALAAN ENTERPRISES,Single Proprietorship,05-Jul-2012,Platinum,Active,27-Jul-2020,14-Aug-2021,201207554171448845958
670,670,ZAMBOANGA EAGLE SECURITY FORCE,Single Proprietorship,20-Oct-2008,Platinum,Active,27-Jul-2020,27-Jul-2021,2008102296194306705
671,671,INTELLIGROW AGRI PRODUCTS TRADING,Single Proprietorship,18-Apr-2017,Platinum,Active,28-Jul-2020,07-Aug-2021,2017041669091556470410
672,672,FD DE GUZMAN BUILDERS AND TRADING,Single Proprietorship,07-Jun-2019,Platinum,Active,27-Jul-2020,27-Jul-2021,201906393721850197740
673,673,JEBS TIRE SUPPLY AND GENERAL MERCHANDISE,Single Proprietorship,09-Sep-2013,Platinum,Active,27-Jul-2020,27-Jul-2021,201309815101223970647
674,674,TRAVAGO TRAVEL AND TOURS,Single Proprietorship,21-Feb-2017,Platinum,Active,27-Jul-2020,27-Jul-2021,2017021784791464108925
675,675,SUNLIGHT BUILDERS AND SUPPLY,Single Proprietorship,16-Oct-2009,Platinum,Active,04-Aug-2020,04-Aug-2021,20091029082572075483
676,676,A.S. YANG CONSTRUCTION,Single Proprietorship,07-Oct-2004,Platinum,Active,27-Jul-2020,29-Jul-2021,20041053361122793667
677,677,SHERWIN MARKETING,Single Proprietorship,11-Apr-2012,Platinum,Active,27-Jul-2020,27-Jul-2021,20120451516532419061
678,678,REJIBE ENTERPRISES,Single Proprietorship,25-Nov-2013,Platinum,Active,27-Jul-2020,30-Jul-2021,201311878541180354586
679,679,NETGLOBAL SOLUTIONS INC,Corporation,21-Nov-2017,Platinum,Active,07-Aug-2020,07-Aug-2021,2017111283371578783408
680,680,FIVE J PETRON SERVICE CENTER,Single Proprietorship,26-Jan-2017,Platinum,Active,03-Aug-2020,27-Aug-2021,2017011844391904221497
681,681,KATHELYNE CONTRACTOR INC.,Corporation,20-Feb-2012,Platinum,Active,05-Aug-2020,05-Aug-2021,201202488341172010400
682,682,MBPS CABLING CORPORATION,Corporation,21-Aug-2002,Platinum,Active,29-Jul-2020,30-Aug-2021,2002089505884621
683,683,MATADA HARDWARE,Single Proprietorship,28-Feb-2012,Platinum,Active,27-Jul-2020,27-Jul-2021,201202493912127397662
684,684,KME DESIGN AND CONSTRUCTION,Single Proprietorship,08-Sep-2009,Platinum,Active,27-Jul-2020,27-Jul-2021,20090928506122559921
685,685,"STAMPA OFFSET, INC.",Corporation,27-Dec-2012,Platinum,Active,28-Jul-2020,28-Jul-2021,201212636031594233089
686,686,ROBIEDO INC.,Corporation,29-Mar-2007,Platinum,Active,28-Jul-2020,30-Jul-2021,200703133501194719642
687,687,MNZ BUILDERS,Single Proprietorship,04-May-2015,Platinum,Active,28-Jul-2020,28-Jul-2021,201505134860327402944
688,688,"NOVAWARE SYSTEMS, INC.",Corporation,28-May-2014,Platinum,Active,29-Jul-2020,18-Sep-2021,201405103278782124022
689,689,PABS CONSTRUCTION SUPPLIES,Single Proprietorship,22-Jul-2020,Platinum,Active,27-Jul-2020,27-Jul-2021,2020072217721656829067
690,690,CABRINI CONSTRUCTION,Single Proprietorship,21-Jul-2020,Platinum,Active,27-Jul-2020,27-Jul-2021,2020072215901322638193
691,691,401 TRADING,Single Proprietorship,06-Nov-2006,Platinum,Active,28-Jul-2020,29-Jul-2021,20061111608923873082
692,692,BCM PEST MANAGEMENT SYSTEMS,Single Proprietorship,06-Feb-2004,Platinum,Active,28-Jul-2020,28-Jul-2021,2004022648877715379
693,693,KB INDUSTRIAL INC.,Corporation,16-Mar-2015,Platinum,Active,28-Jul-2020,28-Jul-2021,201503130002371503916
694,694,AMT JANITORIAL AND GENERAL SERVICES,Single Proprietorship,24-Aug-2009,Platinum,Active,27-Jul-2020,27-Jul-2021,200908282801504047471
695,695,AL-ANKABUT CONSTRUCTION AND SUPPLIES,Single Proprietorship,04-Jan-2016,Platinum,Active,27-Jul-2020,08-Aug-2021,2016011575491539085689
696,696,"TOYOTA CAMARINES SUR, INC.",Corporation,29-Nov-2013,Platinum,Active,27-Jul-2020,27-Jul-2021,201311884831939327383
697,697,JRA MEDICAL SUPPLIES,Single Proprietorship,07-Feb-2019,Platinum,Active,29-Jul-2020,29-Jul-2021,20190256328627014587
698,698,ELSAM CONSTRUCTION SUPPLY,Single Proprietorship,22-Jul-2020,Platinum,Active,27-Jul-2020,27-Jul-2021,202007221682190456861
699,699,ALL SOURCE MANPOWER & CONSULTANCY SERVICES INC.,Corporation,08-Dec-2017,Platinum,Active,28-Jul-2020,28-Jul-2021,2017121255782134930492
700,700,RIO CHICO MARKETING,Single Proprietorship,07-Jun-2016,Platinum,Active,28-Jul-2020,28-Jul-2021,201606173044294238581
701,701,DUAMON CONSTRUCTION & SUPPLY,Single Proprietorship,28-Feb-2012,Platinum,Active,28-Jul-2020,28-Jul-2021,20120249368635930119
702,702,TRIO MED MULTI SALES INC,Corporation,10-Mar-2015,Platinum,Active,28-Jul-2020,29-Jul-2021,2015031293861386390242
703,703,MACMAN RICE AND CORN TRADING,Single Proprietorship,14-Jul-2020,Platinum,Active,30-Jul-2020,30-Jul-2021,2020072209121679396586
704,704,BUTUAN GRAND PALACE HOTEL,Corporation,11-Jul-2013,Platinum,Active,13-Aug-2020,27-Aug-2021,201307762151740140889
705,705,GOODYEAR COPY CENTER,Single Proprietorship,24-Jul-2015,Platinum,Active,27-Jul-2020,27-Jul-2021,201507143033783796758
706,706,JUVIN ENTERPRISES,Single Proprietorship,03-Mar-2015,Platinum,Active,29-Jul-2020,29-Jul-2021,2015031284731998865190
707,707,NEW HONG CHIU HARDWARE(WALTER TAN UY),Single Proprietorship,24-Apr-2018,Platinum,Active,27-Jul-2020,27-Jul-2021,201804102820412637677
708,708,AMONTAY BEACH RESORT,Single Proprietorship,09-Apr-2014,Platinum,Active,29-Jul-2020,29-Jul-2021,201404992401846234872
709,709,KRIS DB CONSTRUCTION AND SUPPLY,Single Proprietorship,15-Aug-2007,Platinum,Active,30-Jul-2020,20-Aug-2021,200708158751926895817
710,710,KURT CONSTRUCTION AND SUPPLY,Single Proprietorship,23-Mar-2015,Platinum,Active,27-Jul-2020,27-Jul-2021,2015031308831808888733
711,711,MABUHAY CANVAS & UPHOLSTERY SUPPLY,Single Proprietorship,07-Nov-2012,Platinum,Active,28-Jul-2020,28-Jul-2021,201211614782022464698
712,712,AGPA TRADING,Single Proprietorship,25-Jun-2020,Platinum,Active,29-Jul-2020,29-Jul-2021,202006219118782937372
713,713,DOLIGUEZ SURVEYING SERVICES,Single Proprietorship,13-Oct-2011,Platinum,Active,30-Jul-2020,30-Jul-2021,20111044690508690328
714,714,CARMAK MOTORS CORPORATION,Corporation,22-Jan-2013,Platinum,Active,28-Jul-2020,06-Aug-2021,20130164472936079704
715,715,HOTEL DE SUSANA,Single Proprietorship,20-May-2014,Platinum,Active,27-Jul-2020,27-Jul-2021,2014051024611315183249
716,716,R.E. ORLINA CONSTRUCTION CORP.,Corporation,05-Jan-2006,Platinum,Active,29-Jul-2020,29-Jul-2021,20060190821292977657
717,717,LUWANG CONSTRUCTION,Single Proprietorship,07-Jun-2016,Platinum,Active,27-Jul-2020,27-Jul-2021,2016061730321283407355
718,718,NORPHARM VENTURES INC.,Corporation,23-Sep-2016,Platinum,Active,28-Jul-2020,28-Jul-2021,2016091860931586498407
719,719,PHARMACIA KALABA AND MEDICAL CLINIC,Single Proprietorship,09-Feb-2018,Platinum,Active,28-Jul-2020,28-Jul-2021,2018021155231318926942
720,720,L. NOBLE'S SURVEYING OFFICE,Single Proprietorship,17-Sep-2008,Platinum,Active,29-Jul-2020,31-Jul-2021,200809224641783062369
721,721,MAGNETO ENTERPRISES,Single Proprietorship,28-Jan-2002,Platinum,Active,28-Jul-2020,28-Jul-2021,2002013792095160882
722,722,THE OYSTER HOUSE SEAFOOD RESTAURANT,Single Proprietorship,24-Nov-2015,Platinum,Active,29-Jul-2020,29-Jul-2021,2015111549012066186545
723,723,PASE CONSTRUCTION,Single Proprietorship,09-Jan-2004,Platinum,Active,28-Jul-2020,05-Aug-2021,20040122261923904417
724,724,ROVILEEDA BUY AND SELL OF AGRI PRODUCTS,Single Proprietorship,15-Nov-2018,Platinum,Active,30-Jul-2020,30-Jul-2021,201811674651371135714
725,725,PROFESSIONAL LUBRICANT PRODUCT SPECIALISTS TRADINGCORPORATION,Corporation,20-Feb-2009,Platinum,Active,12-Aug-2020,12-Aug-2021,200902249361325205174
726,726,EARTHPRIME PROPERTIES INCORPORATED,Corporation,14-Oct-2015,Platinum,Active,30-Jul-2020,08-Aug-2021,2015101513071273362686
727,727,MRT WATER DRILLING AND CONSULTANCY,Single Proprietorship,23-Nov-2015,Platinum,Active,28-Jul-2020,28-Jul-2021,2015111545301996785114
728,728,ALL TIME AUTO PARTS AND ENTERPRISES,Single Proprietorship,21-Nov-2017,Platinum,Active,04-Aug-2020,09-Sep-2021,2017111282041056775075
729,729,JSB ENGINEERING SERVICES,Single Proprietorship,03-Sep-2019,Platinum,Active,28-Jul-2020,28-Jul-2021,201909237731740601748
730,730,LUZON PETRON SERVICE STATION,Single Proprietorship,05-Jan-2015,Platinum,Active,29-Jul-2020,29-Jul-2021,20150112320659387606
731,731,TAJ HOTEL AND RESTO/BAR,Single Proprietorship,26-Jan-2015,Platinum,Active,28-Jul-2020,28-Jul-2021,20150112447464392293
