Procuring Entity name,Edited Start Date,Amount Awarded
CITY GOVERNMENT OF CABUYAO,2020-06-10,2750000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-03,2750000.0
LOCAL GOVERNMENT UNIT - KUMALARANG,2020-04-25,2733496.36
Department of Labor and Employment Regional Office No. VIII,2020-05-13,2719000.0
Provincial Government of Batangas,2020-06-20,2715706.21
Provincial Government of Batangas,2020-06-17,2709960.0
LOCAL GOVERNMENT UNIT OF TAMBULIG,2020-04-28,2700000.0
Department of Science and Technology - CARAGA,2020-05-08,2700000.0
Rizal Provincial Government,2020-06-18,2700000.0
Provincial Government of Pangasinan,2020-05-07,2700000.0
LGU - Kabankalan City,2020-05-08,2700000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,2700000.0
Southern Philippines Medical Center,2020-04-27,2700000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-03,2700000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-24,2700000.0
University of the Philippines Los Baños,2020-05-04,2700000.0
MUNICIPALITY OF PAKIL,2020-04-20,2697500.0
MUNICIPALITY OF PAKIL,2020-04-20,2697500.0
LGU Catarman,2020-04-22,2694849.5
Department of Labor and Employment Regional Office No. VIII,2020-06-15,2694800.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,2694800.0
Department of Labor and Employment Regional Office No. VIII,2020-06-23,2689000.0
Hon. Barry Y. Baguio,2020-04-17,2687500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,2684465.5
Department of Agriculture RFO 8,2020-05-10,2676960.0
Department of Agriculture RFO 8,2020-05-10,2676960.0
Municipality of Carmen,2020-04-17,2676650.0
Jose R. Reyes Memorial Medical Center,2020-06-09,2676240.0
Department of Labor and Employment Regional Office No. VIII,2020-05-13,2675400.0
Department of Labor and Employment Regional Office No. VIII,2020-04-01,2675200.0
DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT FIELD OFFICE VII,2020-04-20,2673623.8
Provincial Government of Apayao,2020-04-01,2672008.0
DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT FIELD OFFICE VII,2020-04-17,2670000.0
MUNICIPAL GOVERNMENT OF SUAL,2020-05-13,2668468.6
Department of Labor and Employment Regional Office No. VIII,2020-05-21,2668269.0
PROVINCIAL GOVERNMENT OF LAGUNA,2020-05-20,2665006.62
PROVINCIAL GOVERNMENT OF LAGUNA,2020-07-06,2663519.7
Municipality of Libungan,2020-07-08,2660000.0
Capiz Provincial Government,2020-05-04,2657210.0
City Government of Baguio,2020-03-22,2653340.0
Municipal Government of San Antonio,2020-03-31,2652000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,2650752.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,2650000.0
Provincial Government of Pangasinan,2020-05-11,2650000.0
MUNICIPAL GOVERNMENT OF SUAL,2020-05-21,2646300.0
City Government of Butuan,2020-05-04,2645623.22
Department of Labor and Employment Regional Office No. VIII,2020-04-24,2640000.0
DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT FIELD OFFICE VII,2020-04-06,2637480.0
DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT FIELD OFFICE VII,2020-04-17,2636037.6
CENTER FOR HEALTH DEVELOPMENT - REGION VI,2020-06-19,2635000.0
Jose B. Lingad Memorial General Hospital,2020-04-20,2629000.0
Bureau of Soils and Water Management,2020-05-20,2626025.0
Department of Labor and Employment Regional Office No. VIII,2020-06-25,2622720.0
DOH - Davao Center for Health Development,2020-04-03,2621200.0
Department of Labor and Employment Regional Office No. VIII,2020-06-18,2620000.0
MUNICIPALITY OF BINMALEY,2020-04-22,2618000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-15,2618000.0
Southern Philippines Medical Center,2020-04-13,2617850.0
MUNICIPAL GOVERNMENT OF SUAL,2020-05-13,2610500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,2606760.0
Municipal Government of Quezon,2020-04-03,2604000.0
CITY GOVERNMENT OF CABUYAO,2020-05-29,2603270.0
LGU-Labo,2020-04-20,2601400.0
St. Anthony Mother and Child Hospital,2020-06-18,2600000.0
Tondo Medical Center,2020-06-15,2600000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-29,2600000.0
Jose B. Lingad Memorial General Hospital,2020-07-09,2600000.0
Jose B. Lingad Memorial General Hospital,2020-07-01,2600000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,2600000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-22,2600000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,2600000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,2600000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,2600000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,2600000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-01,2600000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-29,2600000.0
Provincial Government of Aklan,2020-05-29,2599996.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-07-03,2599578.0
Municipality of Bantay,2020-04-24,2594292.4
Department of Agriculture RFO 5,2020-07-16,2592000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,2591073.68
Provincial Government of La Union,2020-04-24,2587998.44
Department of Health - Metro Manila - Center for Health Development,2020-05-15,2586600.0
Department of Labor and Employment Regional Office No. VIII,2020-05-27,2582500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,2581250.0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-07-01,2580000.0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-07-01,2580000.0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-07-01,2580000.0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-07-01,2580000.0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-07-01,2580000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-27,2580000.0
Municipal Government of Quezon,2020-04-03,2577960.0
Municipal Government of Angono,2020-04-30,2575610.0
LGU OZAMIZ CITY,2020-04-22,2574063.0
Department of Labor and Employment Regional Office No. VIII,2020-05-21,2573640.0
Department of Health Central Visayas Center for Health Development,2020-06-09,2568000.0
Provincial Government of Aklan,2020-06-01,2567034.0
Department of Labor and Employment Regional Office No. VIII,2020-07-15,2564522.8
LGU Tagum City,2020-06-22,2560000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-24,2557260.0
Department of Labor and Employment Regional Office No. VIII,2020-06-16,2557170.0
MLGU-Kawayan,2020-05-05,2552550.0
Department of Labor and Employment Regional Office No. VIII,2020-04-30,2551223.0
BATANGAS MEDICAL CENTER,2020-07-07,2550000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-25,2550000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-24,2550000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-07,2537500.0
Department of Labor and Employment Regional Office No. VIII,2020-06-25,2526832.0
CITY GOVERNMENT OF CABUYAO,2020-04-28,2523450.0
Department of Labor and Employment Regional Office No. VIII,2020-03-30,2520000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-23,2520000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-02,2520000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,2520000.0
LGU SIGAY,2020-06-24,2509028.0
Local Government Unit of Anao,2020-05-29,2506550.97
Tondo Medical Center,2020-06-30,2503200.0
CITY GOVERNMENT OF CABUYAO,2020-05-29,2502490.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,2500800.0
Office of Civil Defense,2020-04-01,2500400.0
Municipality of Calinog,2020-04-29,2500000.0
Municipality of Calinog,2020-04-29,2500000.0
Municipality of Calinog,2020-04-30,2500000.0
Capiz Provincial Government,2020-05-26,2500000.0
Municipal Government of Carmona,2020-05-22,2500000.0
Municipality of Bantayan,2020-06-18,2500000.0
Municipality of Bantayan,2020-06-17,2500000.0
Department of Agriculture Regional Field Office 10,2020-05-18,2500000.0
Provincial Government of Bulacan,2020-06-04,2500000.0
LGU Tagbilaran City,2020-03-27,2500000.0
MUNICIPAL GOVERNMENT OF SUAL,2020-04-29,2500000.0
LGU - Kabankalan City,2020-05-08,2500000.0
LGU - Kabankalan City,2020-05-13,2500000.0
CENTER FOR HEALTH DEVELOPMENT - REGION VI,2020-07-13,2500000.0
LGU - Kabankalan City,2020-05-04,2500000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,2500000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-26,2500000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-23,2500000.0
City Government of Tacurong,2020-04-28,2500000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-10,2500000.0
Department of Health - Metro Manila - Center for Health Development,2020-05-27,2500000.0
Province of Zamboanga Del Sur,2020-05-21,2500000.0
Local Government Unit of Sapian,2020-04-30,2500000.0
LGU- Mangaldan,2020-06-19,2499958.0
DPWH_Regional Office7,2020-07-13,2499499.97
LGU - Bokod,2020-05-21,2499480.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,2499422.26
LGU-Sinait,2020-04-24,2497500.0
Basilan General Hospital,2020-07-14,2495000.0
LGU-Maasin City,2020-05-28,2494703.5
MUNICIPAL GOVERNMENT OF SAN JOSE BATANGAS,2020-05-12,2489775.0
CAMARINES NORTE STATE COLLEGE,2020-05-28,2488872.83
MUNICIPAL GOVERNMENT OF MARAMAG,2020-05-04,2482692.0
Provincial Government of Pangasinan,2020-06-18,2479500.0
Municipal Government of Angono,2020-05-01,2478410.0
Provincial Government of Pangasinan,2020-06-18,2473500.0
MUNICIPALITY OF SAN MARCELINO,2020-04-04,2472000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-02,2469000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-23,2468050.0
Department of Labor and Employment Regional Office No. VIII,2020-04-08,2467031.0
Department of Labor and Employment Regional Office No. VIII,2020-04-29,2466450.0
Department of Labor and Employment Regional Office No. VIII,2020-06-26,2466099.3
Department of Labor and Employment Regional Office No. VIII,2020-03-14,2465280.0
Research Institute for Tropical Medicine (RITM-DOH),2020-06-18,2464500.0
Municipality of Sibonga,2020-05-12,2462750.0
Municipality of Santa Catalina,2020-06-04,2461955.0
Jose B. Lingad Memorial General Hospital,2020-06-30,2457870.0
City Government of Baguio,2020-04-16,2457134.0
DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT FIELD OFFICE VII,2020-04-30,2455200.0
Department of Labor and Employment Regional Office No. VIII,2020-04-08,2454000.0
Bureau of Corrections-NBP,2020-03-25,2450000.0
Dr. Jose Fabella Memorial Hospital,2020-06-23,2450000.0
MUNICIPALITY OF BINMALEY,2020-04-08,2449750.0
PROVINCIAL GOVERNMENT OF LAGUNA,2020-07-06,2449055.18
Southern Philippines Medical Center,2020-05-15,2448000.0
CITY GOVERNMENT OF KORONADAL,2020-03-24,2448000.0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-06-30,2439325.0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-06-30,2439325.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,2436780.0
Department of Labor and Employment Regional Office No. VIII,2020-03-19,2433990.0
Municipal Government of Carmona,2020-05-08,2430570.0
Municipal Government of Carmona,2020-05-15,2430570.0
Department of Labor and Employment Regional Office No. VIII,2020-07-10,2430354.0
Department of Labor and Employment Regional Office No. VIII,2020-07-10,2430354.0
PROVINCIAL GOVERNMENT OF LAGUNA,2020-04-28,2427755.0
Rizal Provincial Government,2020-05-26,2427000.0
Department of Agriculture Regional Field Office 10,2020-05-29,2421360.0
MUNICIPALITY OF SAN MARCELINO,2020-04-05,2418200.0
Department of Labor and Employment Regional Office No. VIII,2020-03-16,2409700.0
MUNICIPAL GOVERNMENT OF SAN JOSE BATANGAS,2020-05-06,2406075.0
Municipality of Sibonga,2020-04-08,2404250.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,2403500.0
Municipality of Sibonga,2020-04-01,2400000.0
BATANES GENERAL HOSPITAL,2020-06-11,2400000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-21,2400000.0
Provincial Government of Pangasinan,2020-06-18,2400000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,2400000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-02,2396950.0
Department of Labor and Employment Regional Office No. VIII,2020-06-02,2395000.0
MUNICIPAL GOVERNMENT OF SAN JOSE BATANGAS,2020-06-22,2392500.0
CITY GOVERNMENT OF CABUYAO,2020-05-22,2388604.0
Mindano Central Sanitarium,2020-07-02,2385000.0
LOCAL GOVERNMENT OF SAN LUIS,2020-05-22,2384850.0
Research Institute for Tropical Medicine (RITM-DOH),2020-06-18,2383500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,2380750.0
LUNG CENTER OF THE PHILIPPINES,2020-07-10,2380000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-26,2377520.0
Benguet Provincial Government,2020-04-30,2376434.0
SAN LORENZO RUIZ GENERAL HOSPITAL,2020-06-22,2376000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-17,2375000.0
GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,2020-06-23,2375000.0
GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,2020-06-23,2375000.0
MUNICIPALITY OF SAN MARCELINO,2020-03-17,2365000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-30,2363550.0
City Government of Antipolo,2020-06-30,2360000.0
Municipality of Tanay,2020-04-22,2360000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,2359998.0
Department of Labor and Employment Regional Office No. VIII,2020-05-11,2353830.0
Local Government Unit of Hagonoy,2020-04-30,2350000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-23,2350000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-22,2349800.0
Local Government Unit of Buug,2020-05-12,2346732.8
MUNICIPALITY OF ALFONSO,2020-04-22,2346000.0
Municipal Government of Calatagan,2020-04-20,2341750.0
Bicol Medical Center,2020-05-19,2340000.0
Provincial Government of Bulacan,2020-03-31,2340000.0
Cebu City Government,2020-03-23,2340000.0
LUIS HORA MEMORIAL REGIONAL HOSPITAL,2020-05-07,2340000.0
LGU- Mangaldan,2020-03-24,2332683.93
Department of Labor and Employment Regional Office No. VIII,2020-05-12,2329800.0
PROVINCIAL GOVERNMENT OF AURORA,2020-03-31,2329000.0
Municipality of Libungan,2020-05-22,2328257.09
MUNICIPAL GOVERNMENT OF SAN JOSE BATANGAS,2020-05-13,2325000.0
Municipality of Tanay,2020-06-17,2325000.0
City Government of Santa Rosa,2020-06-05,2319570.0
CITY GOVERNMENT OF CABUYAO,2020-06-01,2310060.0
LGU-Labo,2020-04-20,2307597.5
Department of Labor and Employment Regional Office No. VIII,2020-04-28,2305960.0
LGU POLANCO,2020-04-27,2300000.0
lipa city government,2020-04-23,2300000.0
Provincial Government of Nueva Ecija,2020-05-11,2300000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-23,2300000.0
Southern Philippines Medical Center,2020-05-25,2300000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-31,2300000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-27,2300000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,2300000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,2300000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-01,2299479.69
LGU-Labo,2020-03-30,2298600.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,2296444.0
Department of Labor and Employment Regional Office No. VIII,2020-07-10,2290949.0
Department of Labor and Employment Regional Office No. VIII,2020-05-02,2288000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-24,2288000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,2284650.0
Local Government Unit - Municipality of San Nicolas,2020-03-25,2282503.0
Provincial Government of Pangasinan,2020-06-18,2280000.0
LGU -SANTA CRUZ LAGUNA,2020-05-11,2275000.0
Municipality of Looc,2020-06-15,2270000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-05,2266595.0
Department of Foreign Affairs,2020-05-05,2265120.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,2265000.0
Municipality of Bantayan,2020-06-23,2263750.0
Department of Labor and Employment Regional Office No. VIII,2020-06-02,2263456.0
CAGAYAN VALLEY MEDICAL CENTER,2020-05-04,2260000.0
MUNICIPAL GOVERNMENT OF MARAMAG,2020-05-12,2252283.0
MUNICIPAL GOVERNMENT OF MARAMAG,2020-05-12,2252283.0
Southern Philippines Medical Center,2020-05-13,2252000.0
Municipal Government of Carmona,2020-05-04,2250000.0
DR. JOSE RIZAL MEMORIAL HOSPITAL,2020-06-23,2250000.0
Provincial Government of Pangasinan,2020-05-18,2250000.0
