Name Of Awarded Company,Amount Awarded
5J'S METAL CRAFT & GEN. MDSE. CO. LTD,920000.0
MFR Medical Equipment and Supplies,919250.0
JAAP GENERAL MERCHANDISE,919000.0
MANZIHING CORPORATION,918419.25
D Beam General Merchandise,914940.0
"Meaco Royal Hotel, Inc.",914250.0
ROSEMARIE L. TANO,914190.0
"Health Line Medical Distribution, Inc.",911650.0
"Pacifica Agrivet Supplies, Inc.",911610.0
NOEL V ALDEZ,911241.0
Corbridge Group Philippines Inc,910400.0
Amirjain Store/ Amirjain A. Abdulcadir,910200.72
Anglowealth Enterprises,909335.0
biosite medical instruments,908500.0
Steritex Medical Systems,907500.0
Choz-A Medz. Corp.,906704.0
JENRA INCORPORATED,906120.0
Ten Fifteen Enterprises & Gen Merchandise,903000.0
Manna Shameyn Enterprises,902500.0
DLD Commodities Trading,901600.0
SV Blue Sky Pharma,900780.0
Dmap Trading and Merchandising,900020.0
IRASETH PHARMA INCORPORATED,900000.0
Negen Biodevices,900000.0
"Compresstech Resources, Inc.",900000.0
Medasia Medical Products Corporation,900000.0
OROSTARS TRADE INCORPORATED,900000.0
DMAP Trading Corp,900000.0
MPA Pharmacare,898600.0
ABORQUE-EDEP PHARMACEUTICALS,898446.0
RAKEAR Trading,896150.0
"METRO DRUG, INC.",895869.7799999999
Blue Chip Marketing,895597.95
JONAS ENTERPRISES,894056.0
SOUTHSIDE BIOMEDICAL,893800.0
Wynnpool Industrial Gases Inc.,893255.0
JRACS PHARMACEUTICAL DISTRIBUTOR,892972.0
WELMARY CONSTRUCTION SUPPLY,889979.5
"Jeel Masagana Farm Supply Incorporated,Inc.",889650.0
NEW ZMJ TRADING,888940.0
FAIR & SQUARE MARKETING,888640.0
"Mega Panay Distribution, Inc.",887500.0
Mara Agripoultry Marketing Corporation,885937.5
Kaishen Enterprises,885000.0
8 Dragon Construction Supply Inc.,882636.34
Nash Mini Mart/ Nasser U. Abdulhari,882550.0
Ten-Fifteen Enterprises & Gen. Merchandise,882000.0
Edward Gonzales,881000.0
"Puregold Price Club, Inc.-Legaspi, Capiz",880331.55
"Saviour Medevices, Inc.",880000.0
MBR Vegetable Retailer,880000.0
Sofia Enterprises,879332.9
Star Trading and General Merchandise,879100.0
Kousef Enterprises,875600.0
STAY INN JERUSALEM HOTEL,875250.0
F AND N ENTERPRISES & GEN. MERCHANDISE,875199.0
Mamawag Construction,875000.21
Scientific Biotech Specialties,875000.0
Scientific Biotech Specialties Incorporated,875000.0
MLP DRUG STORE,874691.0
"Portafolio Interiors, Inc.",873271.39
SAMANTELA FRUITS AND VEGETABLES,871725.0
RIGHT CHOICE MEDICAL PRODUCTS,871490.0
ST. MARK AND IRA PHARMA & GEN. MDSE.,869750.0
"KCC PROPERTY HOLDINGS, INC.",865152.0
CENTRO-MED ENTERPRISE,865000.0
Astrophil Trading,863310.0
Microgenesis Business Systems,863101.92
RAZMER'S TRADING,860178.0
KIKAY UG UBAN PA,857700.0
Rose Pharmacy,855785.0
KULIT'S DRUGSTORE,855000.0
Stellar 167 Manpower Recruitment & Services Inc.,854927.92
IBS PHARMACY AND GEN. MDSE.GENERAL MERCHANDISE,854918.0
CAXY VARIETY STORE,854896.0
Gets Bros Phils Inc,852960.0
LYNIX TRADING,852182.5
Globel Store,852000.0
SANFORD MARKETING,852000.0
Roam Medica Enterprises,851785.7
Gillean Trading,851000.0
Remia and Renante Grocery Merchandize,850000.0
"Fernando Medical Enterprises, Inc.",850000.0
W&A Agro Industrial Corp.,848800.0
RL Rice Mill,848800.0
BEN-LIE ENTERPRISES,848565.0
ZUELLIG PHARMA CORP,848400.0
ZAMBOANGA MEDICAL SUPPLIES EQUIPMENT & GEN MDSE,846060.0
MEGAVISION PRINTING PRESS,843750.0
558 Pharmacy & Convenience Store,842502.5
Viz Pharmaceutical Distribution,842000.0
RR Brothers' Office Supplies Trading,841500.0
Nipcon Distributors,840960.0
RAD KC's LCM Corp.,840090.0
SEPULGAMS BUGASAN,840000.0
SAYDEE MARKETING,840000.0
"Wyler Enterprises, Inc.",838760.0
JHE MERCHANDISING,838100.0
TECKCON CONSTRUCTION,837535.2
JIRON GENERAL MERCHANDISE,837000.0
V FIVE MARKETING,836400.0
LA SENCILLEZ TRADING,835316.2999999999
WISENHEIMERTRADING,835200.0
Casile-Guinting Upland Marketing Cooperative,834245.0
STA. ROSA CITY UNIFIED TRANSPORT COOPERATIVE,833000.0
LITTLE MOM CATERING SERVICES,832790.0
Alberto Pinion,832500.0
Capri-Blue General Merchandise and Trading,832500.0
RLPAM Sari-Sari Store,829783.62
"WORLD SOLUTION TECHNOLOGY, INC.",827850.0
NEOMED MARKETING,827500.0
Saviour Medevices Inc,827000.0
RS AGRO INDUSTRIAL CORP.,826375.0
P4S General Merchandise,825000.0
MERCY MOMS FOOD & CATERING SERVICES,825000.0
Samley Enterprises,825000.0
Alpha Machinery and Engineering Corp.,825000.0
DRIVESERVICES ASIA PACIFIC INC,825000.0
KTCA GASOLINE STATION,823860.0
Park Villa Apartelle,820800.0
E. Cabanes Office Equipment and Supplies Trading,817492.3
ROVILEEDA BUY AND SELL OF AGRI PRODUCTS,816080.0
RS Medstar Pharmacy,815615.16
Jetbest Animal Nutrition & Health Care Inc.,814080.0
LABX Corp.,810400.0
SIDE WAY 88 HOTEL,810000.0
RSB General Merchandise,809490.0
MJN Enterprises,807205.0
DELAC Enterprise,804000.0
PALANGUE AGRARIAN REFORM COOPERATIVE,801612.0
PATH FINDER PHARMACY AND DISTRIBUTOR,800297.65
ST.MARK AND IRA PHARMA AND GENERAL MERCHANDISE,800170.0
Pearl of the South Suites,800000.0
DRAKE MARKETING AND EQUIPMENT CORP.,800000.0
Right Anchor Construction,800000.0
RMG Hospital Supply Inc.,800000.0
Pro-Life Healthcare System Corp.,800000.0
Laguna Seed Growers Agriculture Cooperative,800000.0
JERR MARKETING,800000.0
JM GAS STATION,799975.4
ECOPETROL Gasoline Station,799960.0
TRIPLE A DRIED FISH DEALER,799175.0
INA ENTERPRISE,795225.75
GITI TRADING,795000.0
MEDIKWELT MARKETING CORP.,794000.0
Starleon Logistics,790000.0
Rayanton Farms and Livestock Corporation,787500.0
"BLUE SKY TRADING CO.,INC.",787500.0
SONNY E. ANTONINO,780750.0
Arik General Merchandising,780750.0
"HBi Diagnostika, Inc.",780000.0
RBGM MEDICAL EXPRESS SA;ES INC.,780000.0
Taurus Rice Mill and Trading,780000.0
"Cron Office Systems, Inc.",779880.0
NORTHERN CLINICAL TECHNOLOGY SOLUTIONS AND SERVICES,778600.0
"Verca Agro Chem, Inc.",776952.0
3 R's Pharma Trade & General Merchandise,776880.0
PJ Barcelona's Catering Services,773050.0
EXCELIFE MED TRAINING,772000.0
Olten Instruments Phils. Corporation,769900.0
CHE ENTERPRISES,769050.0
Dubbel Medical Corporation,768800.0
DARIUS V. DALIPE,766800.0
3RG Fortune Enterprises,762871.5
Power Health Enterprise,762775.0
"CHICKEN ESSENTIALS PH, INC.",762160.96
CPAN Engineering and Enterprises,761823.32
GREEN & GROW TEKNOLOGIES INC.,760038.0
Fenellere Trading and Construction Servics,759800.0
DANE DEGALA CASTILLO PHARMACY,759541.0
RAINPHIL INC.,759000.0
PROFCARE MEDICAL & LINEN SUPPLIES,758000.0
GEMMA STORE,756894.0
Biala Poultry Farm,756000.0
Kilyn Trading,755264.0
SMS Marketing,755240.74
Nale Construction,754815.0
SOJOURN GENERAL MERCHANDISE,751280.0
"FIL-ACCENT RESOURCES MARKETING, INC.",751000.0
DUKHEA CONSTRUCTION,750815.3
Shan dau Enterprise,750010.0
HOTELINDA SUITES,750000.0
PRC Marketing,750000.0
MARJAND CONSTRUCTION,750000.0
VERSATILE ENTERPRISES,750000.0
Puregold Hardware,749532.0
Lycs Builders and Trading,749054.08
"FK ENTERPRISES, INC.",748493.0
IN-VITRO CLINICAL SYSTEMS,748001.0
Kenmart Marketing,747512.33
Micaella and Mikyla Variety Store,747000.0
Lucky Sierra Alba Meat Retailing,744439.6
"Corbridge Group Phil., Inc.",742980.0
TAGUM CITY EMPLOYEES MULTIPURPOSE COOPERATIV,742120.0
EAH MEDICINE & MEDICAL SUPPLIES MARKETING,741350.0
Danilo Galicia,740000.0
Pest Science Corporation,740000.0
SOUTHERN LAGUNA TRANSPORT SERVICE COOPERATIVE,738900.0
LINDA'S DEPT. STORE,738394.46
Macor Merchandising & Services,738048.2
THAN-THAN HARDWARE & GENERAL MERCHANDISE,737839.9
RICHMART ENTERPRISES,734101.0
AQUARIAN PHARMA,733932.0
MANGABUL SEED GROWERS MARKETING COOPERATIVE,732500.0
JFO Construction,732293.62
L-ZAY Medical Enterprise,731918.0
Solid Source Trading Corporation,730000.0
FL2 LUMBER & CONSTRUCTION SUPPLY,729894.08
Farmtech Agriland Corporation,729700.0
"Toolkit, Inc.",729630.72
Intelliserve Trading Incorporated,729290.0
Integrated Waste Management Inc.,728000.0
LGT Trading and General Merchandise,727035.0
BNO Medlab Trading,726900.0
FINE ADVENTURES TICKETING AND GENERAL MERCHANDISE,726400.0
Mt. Zion Scientific Inc.,726000.0
YANTRADE HARDWARE,725651.25
Shady Trading,725000.0
KUSINAH CATERING SERVICES,724500.0
CASAL SARI SARI STORE,724500.0
RB PCSAVER TRADING,724250.0
Blessed St. John Pharmaceuticals and General Merchandise,724050.0
"SYSTEMS CONTROLS INSTRUMENTATIO NS, INC.",721700.0
Mercogene Pharmacy & Gen. Mdse.,720695.0
XIAN DAVIN ENTERPRISES,720266.0
HealthRush Enterprises,720000.0
PS DBM,719246.04
G & C Yason General Merchandise,719150.0
Community Resources of Tacurong City Multi - Purpose Cooperative,717600.0
Marnel General Merchandise,715806.0
GINALYN P. REGIO GROCERY STORE,715000.0
GRANVILLE SUPPLYCHAIN MGMT CORP.,713623.2
NCCC SUPERMARKET,713551.0
CHEMVALLEY RESOURCES INC,713000.0
RZD COMMERCIAL,712500.0
ANGELES GARDEN & RESTO BAR,712000.0
RYY Corporation,711390.0
Berovan Marketing,710857.0
KFM General Merchandise,709458.0
Rodama Agrivet Supplies,709323.33
Chemvest Commercial Trading,708950.0
MARIANNE'S GENERAL MERCHANDIZE,707897.0
Corbridge Group Phils Inc.,707600.0
CALVIN REFRESHMENT & CATERING SERVICES,705600.0
E. Dacpano Engineering and Engine Rebuilder,705062.3999999999
ANISRA MARKETING,703350.0
Amorolfo Marketing,702500.0
JP CATERING SERVICES,702020.0
PHARMACEUTICA FILIPINA DE VISAYAS,700850.0
SCIENTIFIC BIOTECH SPECIALTIES,700000.0
FABRIMETRICS PHILS. INC.,700000.0
Vizcarra Pharmaceutical,700000.0
"Scientific Biotech Specialties,Inc",700000.0
"Wellness Pro, Inc.",700000.0
JMina Catering Services and Gowns,699750.0
A. Montalbo Trading and Construction,699738.0
NASAKIAH TRADING,699408.0
"Pro-poor Pharmaceutical, Drughaus, Medical and Dental Supplies",699000.0
R.S. YARZA TRADING,698600.0
NOE'S BUILDERS,696920.0
CHEERS CORPORATION,696075.0
G Chemtrading Corp.,696000.0
AMCO PHARMACY,695400.0
Amirjain Store / Amirjain A. Abdulcadir,695020.0
Aces Philproducers Corporation,693000.0
CARDORREE INC.,693000.0
Killaz General Merchandise,692247.3
A and M Agribusiness Enterprise,691360.0
BDC Medical Equipment Supplies and Services,690000.0
MN Macato Builders,689906.0
Sara Caltex Service Station,688495.0
JORDA TRADING,688050.0
GONZALES-PIDO STORE,687600.0
LAY Medical Enterprises,685906.0
CRESENCIA AMISTOSO,685630.0
SOUTH CARE COSMETICS MANUFACTURING INC.,685000.0
F and N ENTERPRISES and GENERAL MERCHANDIZE,684965.72
3J Medical Supplies,681585.0
Palawan Poultry & General Merchandise,681256.0
EXPO HOME DEPOT,680526.79
"ROSTECH PHILIPPINES, INC.",680000.0
PRIMABY ENTERPRISE CORPORATION,680000.0
B.Braun Medical Supplies Inc.,680000.0
AC/DC COMPONENT PART SALES & SERVICE CENTER,680000.0
JYD ENTERPRISES,678800.0
SQJR TRADING,677999.6
MJI's ENTERPRISES,677905.0
E.S. PRINT MEDIA INC.,677617.07
Jenarjoy Enterprises,676728.0
RENSIS,676583.0
Ian Terry's Merchandise,675000.0
Grew hired Wood and Furniture,675000.0
JO & BE MARKETING,674326.0
"Lifeline Diagnostics Supplies,Inc,Scientific Biotech Specialties,Inc",673650.0
Ponso's Eatery,672000.0
RSG Marketing,672000.0
NDM PHARMA AND MEDICAL SUPPLIES,671900.0
"GRB Enterprises, Inc.",671814.0
RICA DRUGS AND MEDICAL SUPPLY,670900.0
"IDS Medical System Phils., Inc.",670800.0
B.E.Y. Enterprise,670319.96
L AND H MARKETING,670198.0
2R ENTERPRISES,670000.0
CITY REST INN,670000.0
Champion Commercial,669747.0
JALTAM TRADE,669500.0
KRISTEL PHARMACEUTICAL MARKETING,668348.4
KAENEDETTE SARI-SARI STORE,668300.0
STO. NIÃ‘O FARMERS/CARP MULTI-PURPOSE COOPERATIVE,668000.0
NEW LEGAZPI FRONTLINER ENTERPRISES,666400.0
Crispin Escalona,666000.0
Northeast Medical Trading,665760.0
R-MINI MART & GENERAL MERCHANDISE,665580.0
ALBACOPA Federation of Cooperatives,665476.0
Ergo Supermart,664940.72
ADS Medical and Laboratory Supplies,664589.0
JC Admiral Trading,662093.0700000001
4M GENERAL MERCHANDISE,659966.0
BROADSTREET PHARMACEUTICALS,659400.0
American Technologies Inc.,658913.56
Hi-Precision Diagnostic,658260.0
MARQUEEZZA PHARMACY,658190.0
APS ENTERPRISES,657500.1
"FIL-ANASERVE, INC.",657300.0
ALCREVON TRADING AND GENERAL MERCHANDISE,654643.09
RAIN D GENERAL MERCHANDISE,653470.0
MEDSAVVY PHARMACEUTICAL TRADING,650000.0
Dalikyat 24-HR Convenience Store,650000.0
Fishcome Marketing,650000.0
Alz General Trading Inc.,649920.0
"Jaejr Electrical, Construction and Supply",649900.0
Mahayahay Multi-Purpose Cooperative,649190.0
DnJ DOULOS PHARMA AND DIAGNOSTIC DISTRIBUTOR,649020.0
Promedic Pharma,648490.0
JILL CONSTRUCTION AND TRADING,648193.7
N&N SERVICE CENTER,647230.0
Jozeth Trading,646750.0
Zuelling Pharma Corp,646020.0
"STERILAB, CO.",646000.0
DIVERSIFIED AGROCHEMICALS TRADINIG CORP.,645000.0
Glenje Marketing,645000.0
SNSN STORE,645000.0
GREGAN 101 CORPORATION,644800.0
Negros Medical Trading,641600.0
"GMA NETWORK, INC.",640000.0
ARZELIT TRADING,640000.0
"Getz Bros. Phils., Inc.",639720.0
Procurement of Medicine,637974.0
MEET TO U TRADING AND GEN. MDSE.,637500.0
Pablo S. Labasbas Const. Corp.,635685.18
CASTELLANO DRUG,633496.0
RGM ARANDIA GENERAL MERCHANDISE,633360.0
Tina's Dried Fish and Egg Dealer,632800.0
STEELCO TRADING,632000.0
MELCA'S CATERING SERVICES,632000.0
RJ MED MARKETING,631170.0
CARVI UPHOLSTERY SUPPLY,630199.5
Sandoy's Construction Supply,627924.0
KRIZLENE FOOD SERVICES AND CATERING,627750.0
"Jamer Asia Enterprises, Phils, Inc.",627000.0
NUTRIFRESH CHICKEN TRADING CORPORATION,626560.0
NATIONAL FOOD AUTHORITY ILOILO PROVINCIAL OFFICE,625000.0
"NRW MARKETING & MANPOWER AGENCY, INC.",624001.28
ST. MICHAEL'S ENTERPRISES,623574.0
Social Welfare Employees Multi-Purpose Cooperative(SWEMC),623280.0
Dipolog Drugstore and Distributor,618697.0
CYPERUS HOTEL,618240.0
JRD Manufacturing Corporation,618200.0
Sentinel Plastic Manufacturing Corp.,616750.0
Bert's Restaurant,616114.5
St. Michael's Enterprises,615300.0
Clearbridge Medical Philippines Inc.,615000.0
L. LIM ENTERPRISES,615000.0
E.R. Arlene's Farm Supply,614789.0
St. Almers Construction and Enterprise,614229.66
Papapig Corporation,610500.0
ZENRIC TAILORING SHOP,610000.0
BUENA CASA HOSTERIA INC,609500.0
"Aj Agustin Enterprises, Inc.",608986.0
RICH RIVER COMMERCIAL,608076.8
FARMACIA DE STA ANA,607436.38
RC LIM MARKETING,604679.0
Byro Pharma,604425.0
23 and ME Pharmaceuticals Corporation,604050.0
INFINICOM COMPUTERS,603000.0
Felemina-Camay-an Farners Association,602184.0
Rayanton Farms & Livestock Corp.,601600.0
"LIBERTY AND SON'S LA UNION, INC",600300.0
Phonex Larrrel Agriventures,600196.8
BLUECHIP MARKETING,600000.0
Jeicca Enterprises,600000.0
Northern Malubibit Farmers Irrigation Association Inc.,600000.0
FAMOUS GOWN SALOON,600000.0
3R'S PHARMA TRADE & GENERAL MERCHANDISE,600000.0
IDS MEDICAL SYSTEMS PHILIPPINES INC.,600000.0
HERMES METAL FURNITURE AND DESIGN,600000.0
Pudtol ARB Multi Purpose cooperative,600000.0
Zomedel Gas Center and Gen. Mdse.,600000.0
SamErickaâ€™s Printing and Gen. Mdse.,600000.0
BIOHEALTH DISTRIBUTOR,599900.0
PG Marketing,599691.2
PROCUREMENT SERVICES DBM,599664.0
Diamed Enterprise,594700.0
Ipil Shoppers Choice,594626.0
O5 Tactical Apparel and General Merchandise,594400.0
HERCRIZEL PHILIPPINES DEVELOPMENT CORP.,594100.0
Cebu Surgical & Medical Enterprises,593805.0
"Air Swift Transport, Inc.",593600.0
D & S SCHOOL & OFFICE SUPPLIES & EQUIPMENT,592500.0
McBoning Construction Engineering and Supplies,592061.0
Mario Z. Bantatua,592000.0
Complete Lines Trading,590930.0
MLRC ENTERPRISES,590000.0
FERNANDEZ BEACH AND GARDEN RESORT,590000.0
ERSA PANADERO,589800.0
AK Trading,588300.0
TOP LIFEGEAR MARKETING,588000.0
LEVINS INTERNATIONAL CORPORATION,588000.0
"ZURCS HOTEL, RESTAURANT AND EVENTS PLACE",588000.0
SETH MEENA CATERING SERVICES,588000.0
YAMBING STORE,587750.0
MCH CARMELA THE FOOD SHOP,587600.0
BANTAYAN PETRON STATION,587285.97
RH KEMP ENTERPRISES,587216.0
ITS Science,586000.0
LSV GLOBAL,585000.0
Dysecko Enterprises Corporation,585000.0
KIMRITCH MEDICAL SUPPLIES,583650.0
Traveller's Gas Station,583200.0
"CALAPAN GOLDEN EAGLE MART,INC",583154.0
Linda's Department Store,582662.4
Glasdon Supply Inc.,580358.0
GOLDEN GLASS AND ALUMINUM SUPPLY,578973.0
GCMED PHARMACEUTICAL DISTRIBUTOR,578346.2
PRIMESOLV TECHNOLOGIES CO.,577500.0
RIZAL POULTRY,576000.0
"Cebu Far Eastern Drug, Inc.",575782.5
ZAR Catering Services,575450.0
"LABSOLUTION TECHNOLOGIES, INC.",574500.0
Bensan General Mdse,573750.0
KRISTIA COMPUTER SALES & SERVICES,573300.0
Onyok Ting Farm Supply & General Merchandise,572565.0
John Kriska Distribution Center Inc.,571200.0
Jamychelle RTW & General Merchandise,570500.0
MCTEL ENGINEERING SERVICES,570000.0
"FABRIMETRICS PHILS,INC.,",570000.0
M.A. POLINAR ENTERPRISES,569575.0
YOLO BUILDERS CO.,569500.0
BNRG CATERING,568925.0
Tan Sio Diong Medical Supplies,566845.0
DLCL Transport,566652.31
Supercha Food Hauz,566550.0
Three N' One Enterprises,565975.0
Curamed Pharmacy,565615.0
PRIME LINK PHARMACEUTICAL,564750.0
FINE SQUARE INTERIOR BY DESIGN,564500.0
F.E.G. Gen. Merchandise,563636.5999999999
Prolife HealthCare System,563000.0
DOLF AND IDAH STORE,562500.0
D'PARAGON AA CORP.,562500.0
MG BEREÃ‘A TRADING,562500.0
GAL-OD NOSNOSEN GENERAL MERCHANDISE,562500.0
ELFISHER Trading,562183.3
RAMGO INTERNATIONAL CORPORATION,560808.75
Francen's Restaurant,560000.0
Progressive Medical Corporation,560000.0
JING THREE FOOD SUPPLY AND CATERING SERVICES,560000.0
LCJ General Merchandise,559710.0
Hightop's Parmaceutical Trading,558930.0
CENTURY PACIFIC FOOD INC.,558729.0
BUENAFLOR STORE,556500.0
PEMS PENSION AND RESTAURANT,556150.0
"Merck, Inc.",555145.08
Heaven's Minimart,555071.5
Margarito Austria,555000.0
RMA Construction and Supply,554803.2
Act Care Pharmacy,553763.0
Benzen Office Supplies Trading,553000.0
Nean's Pharmacy,552667.5
L.A. Enterprises,552440.0
Genzen Pharmaceutical Trading,552000.0
ANB PHARMACEUTICALS,551825.0
Prince Garden and AgriTrading,551700.0
"CARLO MAXIMUS SECURITY AGENCY, INC",551078.19
Arcorp Medical Enterprises,550000.0
SHERJEN BAG MAKING,550000.0
ECOPETROL GASOLINE STATION,549603.12
J-Eva's Grocery,549442.0
RAIK CONSTRUCTION & SUPPLY,549311.61
"NEGROS GT GROUP, INCORPORATED",548940.0
Emilu's Supermarket Systems Inc.,547200.0
GABIGROUP INC.,547000.0
BAROBO GASOLINE STATION,546861.7
"TRENDS AND TECHNOLOGIES, INC.",546658.0
MEDLANE ENTERPRISES,546550.0
Hotel 105,545645.0
FMR Corporation,545000.0
Cebu Business Materials Trading Company Inc.,544900.0
PRO MEDIC PHARMA,544000.0
"FERJAN HEALTHLINK PHILIPPINES, INC.",543150.0
RO-ANNE'S FARM IMPLEMENT AND GLASSWARE,542124.0
LIFELINE DIAGNOSTICS SUPPLIES INC,541520.0
QUEBY ENTERPRISES,541100.0
Savepoint Plus Health & Wellness Consultancy Services,540250.0
ALLEN STICK AND TRADING,540000.0
CHINITO'S FOOD SERVICE INC.,540000.0
"SCI WAREN, INC.",540000.0
ATJK GENERAL MERCHANDISE,540000.0
Bluesensor Healthcare,540000.0
Gerry Enterprises,540000.0
CATARMAN MAXEL DRUGSTORE,537540.0
ROMIES TRADING,537486.0
FDCC Enterprise,535868.0
TECHNOSURE ELECTRONICS & ELECTRICAL SUPPLY & SERVICES,534700.0
"MARSMAN DRYDALE MEDICAL PRODUCTS, INC",534109.0
Highland Lumber & Construction Supply Co. Inc,533015.0
J ONDOY GROCERY,532987.6
CMC Enterprises,532215.0
Good Fortune General Merchandise,532075.0
Laab Mini Mart,531300.0
Blue Baux Marketing,531283.44
METCHELYN D. VILLANUEVA,530820.0
"ALTECH Vialab, Inc.",530800.0
Ikill Pests Incorporated,530000.0
PHILDRUG Distributor,530000.0
"Abitria Printing Press, Inc.",529992.5
RAYMART GENERAL MERCHANDISE,528565.85
D2 prints and creatives Corp,528240.0
MICROVASE PHARMACY,528025.5
AGUA VISIONS TRADING,527550.0
"UNILAB, INC.",526971.0
"Silsilah Foundation, Inc.",526605.0
MEGACOM COMPUTER CENTRUM,525630.0
R AND A DENTAL SUPPLY CENTER CO.,525290.3
"LABSOLUTIONS TECHNOLOGIES, INC.",525000.0
LAFFICO MPC,525000.0
"LIFELINK, INC.",525000.0
KML General Merchandise,525000.0
TING'S FOODMART,524150.0
MTTS Enterprise,523400.0
JOY'S GENERAL MERCHANDISING,522961.0
"Productivity Technology Services, Inc.",522898.0
BG's Marketing,522000.0
Vilma Apilado,521470.0
Nesjoe Enterprises,520524.0
ARDENT MEDICARE ENTERPRISES INC,520320.0
Leads Agriventures Corporation,520000.0
Sejam General Enterprises,520000.0
Armature Inc.,519976.8
FAS Diagnostic Group,519800.0
SGS PHILIPPINES INC.,519680.0
diamed enterprise,519382.5
FAS Diagnostic Group INC,519000.0
RAGAS FARM,518250.0
JONATHAN AND JANICE GROCERY,517704.0
Saren Bag Supply,517650.0
PROS Marketing,516956.5
VB-4 MEDICAL SUPPLIES & EQUIPMENT TRADING,516420.0
CEBU FEDCO MARKETING CORPORATION,516000.0
"Fastlab Diagnostics & Medical Supplies,Medicotek,Inc",515000.0
Cabern Store,513840.0
"SKYLIGHT HOTEL, INC.",513000.0
Hardy Marketing Enterprises,510455.0
Natrapharm Inc.,510300.0
BARORO RICE & CORN STORE,510300.0
Petermann General Merchandise,510170.0
Jeepney Rentals/Laborers,510000.0
Jaypee Canvass Manufacturing,510000.0
TJ GARMENTS,510000.0
Rayos Trading & Gen. Mdse/Cabrera Drugstore & Med. Supply/G.V.Heraldo Rice Mill,509870.0
PG FORWARDING SERVICES,509601.6
FCC Supermarket,508709.32
"ESCO UNIFIED SOLUTIONS, INC.",507636.18
MEDEXHEALTH CORP.,507000.0
Farmacia Carmina,507000.0
Microways Trading,506500.0
GAY EATERY AND CATERING SERVICES,504000.0
JCC ENTERPRISES,504000.0
BEROVAN MARKETING,503914.0
MEDIX DEPOT,503300.0
"Philpharmawealth, Inc",502888.0
MAGIC CLUB INC. (BINMALEY BRANCH),502591.8
RKT MARKETING,501885.51999999996
Jousenn Trading Company,501845.0
PHIL PAK IMPORT EXPORT & TRADING CORP,501800.0
AMESCO DRUG CORPORATION,500300.0
DALIKYAT 24-HR CONVENIENCE STORE,500000.0
ACCUMAC,500000.0
"Assurance Controls Technologies Co., Inc.",500000.0
EAZ Rice Trading,500000.0
ALLCARD INC.,500000.0
Sunny Point Hotel,500000.0
MEDEV MEDICAL DEVICES CORPORATION,500000.0
GIONA RICE TRADING OR ANA MARIE M. BENGCO,500000.0
ERMA'S FOOD CATERING SERVICES,500000.0
A. Suaybaguio's Carenderai/Apolonia Suaybaguio,500000.0
AMI EQUIPMENT SERVICES INC,500000.0
Synergy and Collaboration Distribution Inc.,500000.0
TWO SEVEN FOOD STUFF CATERING SERVICES,500000.0
PINWENCO ENTERPRISES,500000.0
Mass General Merchandise and Supplies,499980.0
Lunar Drug Store,499973.0
WESTVILTRADE CORPORATION,499958.4
"Colent Marketing Phils., Inc.",499900.0
WELL-PACK CONTAINER CORPORATION,499800.0
GOLDEN VISION CONSTRUCTION & SUPPLY,499700.0
"JFJ CONSTRUCTION AND SUPPLY, INC.",499650.0
Parson Store / Parson U. Magnon,499500.0
THREE-IN-ONE CONSTRUCTION AND TRADING,499450.0
MEDWELL MEDIPHARMA,499320.0
J FOURTH TRADING,499300.0
JEANETTE PHARMACY MEDICAL SUPPLY AND EQUIPMENT,499200.0
"4J's Tech Equipment, Gadgets & Gen. Mdse.",499000.0
